Year,Date,ColonyName,Dotter,Habitat,Oil,SpeciesCode,ActiveMayJune?,CombineMayJuneData?,Notes,AdditionalNotes
"2021","06/20/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","GBTE","Active Both Months","Y","Complete coverage; incuabting; dotted areas with better breeding bird estimates in June",
"2021","06/20/21 00:00:00","Green Island Spoils G","BMR","Spoil island","N","ROYT","Active Both Months","Y","Complete coverage; incubating; dotted area with better breeding bird estimates in June; new sites not present in May",
"2021","05/17/21 00:00:00","Green Island Spoils H","BMR","Spoil island","N","BLSK","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils H","BMR","Spoil island","N","CATE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Green Island Spoils H","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils I","BMR","Spoil island","N","BLSK","N/A","N","Complete coverge; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils I","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils I","BMR","Spoil island","N","ROYT","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils I","BMR","Spoil island","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Green Island Spoils B","BMR","Spoil island","N","BBWD","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Green Island Spoils J","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils J","BMR","Spoil island","N","ROYT","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils J","BMR","Spoil island","N","SATE","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","GBTE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","ROYT","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","UNSB","N/A","N","Complete coverage; foraging",
"2021","06/20/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","BLSK","Formed by June","N","Complete coverage; incubating; pre-breeding in May",
"2021","06/20/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","BRPE","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Green Island Spoils K","BMR","Spoil island","N","GBHE","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","BRPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","GBHE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","GREG","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","SNEG","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","06/20/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","BCNH","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","CAEG","Formed by June","N","Complete coverage; chick nest",
"2021","06/20/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","ROSP","Formed by June","N","Complete coverage; incubating with 1 chick nest",
"2021","06/20/21 00:00:00","Tern Island","BMR","Island with jetty perimeter","N","TRHE","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Green Island Spoils E","BMR","Spoil island","N","SOTE","Abandoned by June","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","AWPE","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","BRPE","Active Both Months","N","Complete coverage; incubating and chicks present; roosting",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","CATE","Active Both Months","N","Complete coverage; mostly incubating with a few chicks present",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","FUWD","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","GBHE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","HERG","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","NECO","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","ROYT","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","SATE","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","UNSB","N/A","N","Complete coverage; foraging",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","BCNH","Formed by June","N","Complete coverage; incubating with 4 chick nests present",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","BLSK","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","GREG","Formed by June","N","Complete coverage; incubating and chicks present",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","REEG DM","Formed by June","N","Complete coverage; incubating with 1 chick nest present",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","REEG WM","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","ROSP","Formed by June","N","Complete coverage; incubating",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","SNEG","Formed by June","N","Complete coverage; incubating and chicks present",
"2021","06/20/21 00:00:00","Dressing Point","BMR","Spoil island with jetty perimeter","N","TRHE","Formed by June","N","Complete coverage; incubating and chicks present",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","AMOY","N/A","N","Complete coverage; foraging",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","AWPE","N/A","N","Complete coverage; roosting",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","BCNH","N/A","N","Complete coverage; roositing",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","BRPE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","GBHE","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","GREG","Active Both Months","N","Complete coverage; incubating and chicks present",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","LAGU","Active Both Months","N","Complete coverage; incubating; chicks present in June",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","NECO","Active Both Months","N","Complete coverage; incubating with 1 chick nest",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","REEG DM","Active Both Months","N","Complete coverage; incubating",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","ROSP","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","ROYT","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","RUTU","N/A","N","Complete coverage; foraging",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","SATE","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","SNEG","Active Both Months","N","Complete coverage; incubating with 2 chick nests present",
"2021","05/18/21 00:00:00","Evia Island","BMR","Island with rock permiter","N","WHIB","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","AMOY","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","BBWD","N/A","N","Complete coverage; foraging",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","BCNH","Active Both Months","N","Incomplete coverage, hard to quantify how many missed. Low photo quality also likley resulted in sites/birds missed; incubating",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","BRPE","Active Both Months","Y","Complete coverage; incubating and chicks present",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","CATE","Active Both Months","N","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","DCCO","N/A","N","Incomplete coverage; hard to quantify how many birds missed; roosting",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","GBHE","Active Both Months","N","Incomplete coverage, approx 90%; incubating with chicks present",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","GREG","Active Both Months","N","Inomplete coverage, approx 90%, incubating with chicks present",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","LAGU","Active Both Months","N","Incomplete coverage, approx 90%; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","REEG DM","Active Both Months","N","Incomplete coverage, hard to quantify how many birds missed; poor photo quality likely resulted in sites/birds missed; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","REEG WM","Active Both Months","N","Incomplete coverage, hard to quantify how many birds missed; poor photo quality likely resulted in sites/birds missed; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","ROYT","Active Both Months","Y","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","RUTU","N/A","N","Complete coverage; roosting",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","SATE","Active Both Months","Y","Complete coverage; incubating; chicks in June",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","SNEG","Active Both Months","N","Incomplete coverage; hard to quantify how many birds missed; poor photo quality also likely resulted in sites/birds missed; incubating with 3 chick nests present",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","SOTE","Active Both Months","N","Complete coverage; incubating",
"2021","05/17/21 00:00:00","Shamrock Island","BMR","Island w beach perimeter and trees in center","N","TRHE","Active Both Months","N","Incomplete coverage; hard to quantify how many birds missed; poor photo quality also likely resulted in sites/birds missed; incubating with some chick nests; more chicks in June",
